AAPL
ES
FNV
SLF
OTIS
IFF
MTB
ROK
ODFL
WY
ZS
PPG
ZM
MTD
PCG
AME
SIVB
PCAR
AWK
APTV
FERG
VEEV
HRL
AEM
EXR
FRC
LVS
GLW
CMI
CBRE
EXPE
CPRT
NDAQ
GFS
WTW
LUV
ZBH
DAL
FITB
STT
CPNG
IBKR
EIX
FE
WST
KEYS
MDB
MOS
EFX
DTE
RPRX
INVH
HZNP
DHI
SGEN
GWW
MKC
PLTR
LH
ETR
URI
AEE
ALB
ANSS
STE
SIRI
LYV
FANG
IT
CTRA
CHD
CSGP
DB
TSCO
HIG
U
FTS
MAA
VMC
VTR
CDW
MTCH
ENPH
VRSN
ON
ARES
RCI
CLR
TWLO
MLM
RJF
DRE
SPOT
NTRS
K
WPM
ESS
CCEP
TDY
TECK
OKTA
CINF
VICI
ULTA
PBA
VFC
DOV
SUI
CF
PPL
ZI
GRMN
CFG
SWK
RBLX
FTV
PARA
RCL
HPE
CNHI
SPLK
CEG
BBY
CMS
ZBRA
NHYKF
PKI
ICLR
COO
LEN
CNP
RF
HBAN
SYF
MOH
FLT
MKL
ALNY
BILL
HUBS
IR
BRO
MPWR
OWL
BXP
KEY
AVTR
MRO
PWR
TW
AKAM
SWKS
GPC
HOLX
CCL
LBRDK
PFG
UDR
MGA
J
PEAK
AGR
QSR
WAT
PODD
MGM
ACGL
WRB
PAYC
STX
IP
CHKP
SSNC
DOCU
TRGP
YUMC
TRU
RKT
TER
UI
AMCR
BR
JBHT
SBNY
CPT
CLX
BG
GIB
CAH
TRMB
FMC
CAG
NTAP
OMC
LPLA
DISH
APP
INCY
STLD
POOL
WAB
CTLT
DRI
XP
ROL
TYL
WMG
FDS
EQT
IRM
TECH
WLK
EXPD
CHWY
EVRG
AES
ATO
L
GNRC
EPAM
WPC
LNT
DGX
CG
TFX
KIM
ENTG
ICL
AA
CE
CLF
CVNA
CAR
TTWO
NLOK
PKG
XYL
SJM
ACI
SEDG
WDC
HWM
PLUG
TXT
APA
ELS
ZEN
CZR
UAL
CCK
AMH
CRL
IEX
NVR
LDOS
KMX
BMRN
XM
ABMD
ROKU
SJR
BURL
JKHY
ALLY
RE
HST
IPG
GDDY
LKQ
OVV
REXR
BAP
EMN
DPZ
CPB
AVY
FWONK
BEPC
BIO
AAP
PINS
DAR
WOLF
WRK
ETSY
BBWI
CSL
CNA
BEN
CHRW
NDSN
VTRS
NI
AER
CTXS
RHI
AFG
LSI
AAL
WTRG
CBOE
CCJ
HSIC
CGNX
QRVO
BSY
FOXA
DKNG
REG
ELAN
LYFT
FFIV
RS
EQH
FHN
HAS
MAS
CUBE
FNF
DT
MPW
MORN
SNA
PTC
BAH
LUMN
LAMR
DVA
GLPI
LNC
JNPR
LOGI
EDR
TPL
IVPAF
UHS
VST
JLL
OTEX
CLVT
BLDR
SCI
GGG
EWBC
AR
CMA
EXAS
RPM
TAP
GME
GRAB
Y
AIZ
UHAL
ACM
PCTY
CHK
ARCC
GFL
H
QGEN
AGCO
AZPN
RYAN
BKI
FICO
AQN
CFLT
PHM
MTN
GL
AOS
WHR
HCP
JAZZ
DOX
MKTX
HUBB
PATH
WSM
FIVE
W
SEE
OLPX
SNX
TOST
LW
LSXMK
HTZ
ESLT
FRT
TDOC
ZION
AFRM
ALLE
IVZ
S
ARMK
NLY
FCNCA
NLSN
GLOB
THC
RRX
NWL
X
FBHS
DOCS
WBS
WSO
RGLD
BJ
BRKR
RNG
NBIX
CFR
NFE
BWA
HOOD
PSTG
NVEI
XRAY
TPR
FND
SWN
NCLH
WFG
OLN
HII
LAD
CDAY
DINO
LII
ACC
FOX
WYNN
TTC
EGP
PNR
MANH
AMC
BROS
NVCR
AXON
CBSH
PNW
AGL
TPG
CIEN
HESM
WSC
KRC
OC
LBTYK
RRC
WAL
RGEN
CAE
AIRC
FR
DKS
CACC
STOR
NWSA
MRVI
DBX
OGE
NNN
OGN
UTHR
MIDD
JBL
CABO
USFD
WH
IAC
SYNH
HEI
PFGC
TTEK
Z
ERIE
CHDN
ESTC
GMED
JEF
RL
FSLR
SEIC
CNXC
MHK
CHH
FLEX
MAT
ONON
WMS
BHC
VNO
MP
CASY
LEA
BERY
BRX
GTLB
RGA
TFII
DLB
NOV
G
DECK
KNX
BFAM
LEVI
UGI
ATR
WEX
GWRE
LECO
DXC
KSS
PAG
KGC
WWD
ST
PLNT
DLO
SWCH
CPRI
PEN
ARW
CHE
KBR
ORI
AVLR
HUN
RCM
DNB
FIVN
COLD
MASI
WU
M
PLTK
STWD
STAG
TNDM
PDCE
ALK
CHNG
NVST
EXEL
SF
QS
RH
BHVN
GXO
NYT
BYD
SWAV
TREX
EHC
COTY
PTON
HTA
PCOR
GH
ZIM
FYBR
VOYA
COUP
SRPT
GIL
NXST
OLED
CYBR
GDRX
INSP
LSCC
EEFT
SNV
TXG
CACI
ACDVF
ACHC
MTDR
RNR
UNM
ALV
IIVI
DOOO
PPC
YNDX
MUR
GNTX
SITE
EDVMF
IOT
MKSI
GPK
UPST
FAF
NFG
ADT
WOOF
TENB
VAC
OSK
RYN
SMAR
WCC
SKX
XPO
OHI
PNFP
FSK
SMG
VLY
DCI
AN
PENN
PII
SON
RPD
VIRT
PB
OMF
BPOP
LITE
SYNA
RBA
ASGN
GTLS
SSB
TWKS
BOKF
ITT
AGNC
AYI
AZTA
SHC
HOG
REYN
ASH
CR
EME
MTZ
INFA
IRT
MNDY
PAAS
TNET
UWMC
FFIN
NSA
SRC
HGV
IONS
BC
CLH
CNM
NVT
PEGA
CW
FSV
SAIL
AUY
BLD
INGR
TRNO
MUSA
HQY
ORCC
HALO
NTNX
TRQ
TXRH
SWX
CUZ
HLI
CCCS
MGY
MQ
LFUS
NCR
FLO
EXPO
VVV
BIPC
ASAN
IDA
JHG
SOFI
FCN
QLYS
LPX
MDU
MSP
AXTA
CC
DTM
COLM
EVA
STN
DDS
SEAS
ITCI
CMC
SAIA
WK
OSH
CIVI
DEI
TOL
APLS
SGRY
LSTR
CIGI
AUR
ICUI
THG
WTFC
PRI
AM
HHC
TMX
AMG
RARE
RHP
UNVR
BXMT
KNSL
OPCH
ROLL
PVH
AQUA
ATUS
IART
MEDP
PAGS
OZK
DNA
DSGX
GBCI
MIME
STVN
TPX
VRNS
GPS
LHCG
OMCL
ESI
IRDM
NATI
TSEM
VMI
IPGP
HP
BMBL
BTG
MNDT
FRSH
AL
ALIT
BKH
SRCL
SSRM
BWXT
CCMP
CHPT
SIGI
RRR
HELE
MSA
RLI
CADE
ADC
MAN
ROG
DOCN
SLM
VG
HBI
IAA
ANAT
OPEN
SLGN
SLAB
CHX
MSTR
AMN
EXLS
EXP
TGNA
EVR
LEG
POWI
CHZQ
KRG
FTCH
IGT
NARI
AMBP
FRPT
NYCB
AMED
CERE
WIX
AVNT
AXS
SM
KNTK
SEB
SLG
HXL
HE
POR
SPR
YETI
MSM
QDEL
VRT
AMKR
UFPI
ARWR
FLS
ORA
UBSI
OGS
ALKS
ENSG
HOMB
AYX
SFBS
TDC
PRGO
ESNT
SSD
TNL
NOVT
POST
PYCR
BXSL
MMS
APG
ALGM
HIW
HRI
UMBF
NEWR
RUN
WE
WHD
PSB
PK
ALTR
BOX
ESGR
ZD
COKE
HRB
ONB
SPSC
WTS
FOUR
LIVN
MCW
TKR
LAZR
ENV
JWN
CWST
DRVN
OCDX
CNMD
LSXMA
IIPR
PINC
THO
WWE
ATKR
CPG
CRUS
ZWS
NJR
CNX
WEN
YOU
AWI
PACW
CROX
SAM
SMPL
CRSP
HWC
TFSL
NCNO
IS
CWAN
FNB
NWS
GLBE
TCN
CELH
LBTYA
WD
CWEN
ELY
LANC
MTG
FIZZ
BHF
BECN
LNTH
BTU
BCPC
CWK
SI
CARG
VNT
ATC
KNBE
MSGS
SAFM
LAC
IRTC
MRTX
BRZE
CNS
TRTN
HR
JBLU
DBRG
VSCO
LTHM
PSN
EPR
FLR
KEX
CRK
APLE
PNM
NTLA
NVAX
SRAD
PECO
GATX
LFST
MEOH
OUT
SJI
LAZ
PGNY
SIG
SNDR
SR
SMTC
ACT
AGO
FTI
UMPQ
BL
BPMC
CBT
MMSI
BE
DOC
HLNE
JAMF
NSP
PSTH
VAL
AIT
JXN
KRTX
PTEN
RDN
AEL
DH
GT
RKLB
AVT
APPF
FIBK
FMHG
FOXF
DV
CPE
EBC
GTES
UA
RVLV
PRFT
HAYW
LXP
FUL
INDB
CRI
FELE
PZZA
TTEC
FN
AY
DEN
ENOV
CURLF
PCH
CBU
CHGG
ETRN
ABG
ATI
HASI
IHS
MATX
APPN
LESL
BKU
MTSI
HPP
SITM
SPB
BB
ONTO
SGFY
SPT
TRIP
VET
BNL
BRCC
HL
SIX
UAA
ASO
CRC
IFS
NTRA
NSIT
ALE
FCFS
SITC
SUM
ALSN
KFY
NOMD
ACAD
VRNT
FHB
SFM
AZEK
LOPE
LSPD
KRNT
SXT
MXL
SPWR
JOE
JBT
REZI
ABM
FATE
JBGS
ARVN
KMPR
MRCY
PBF
VIAV
EYE
NEU
ADNT
APPS
EPRT
DNLI
SABR
AGI
MANT
R
COOP
CVT
CXM
DUOL
TASK
FSR
VSAT
AG
AMBA
MLI
UCBI
DIOD
PPBI
WBT
AJRD
CERT
NWE
ATCO
BRBR
CVBF
PCRX
TMHC
CATY
CPA
ERF
SHOO
ASB
ESMT
KOS
OLLI
ACIW
FOCS
KW
PDCO
SFNC
GTBIF
HGTY
JOBY
PSEC
UNF
KEN
SEM
TWNK
BOH
FIX
WLL
NKLA
NNI
TRUP
FLYW
GO
PEB
LBRT
RLAY
TCNNF
AVA
SONO
UNIT
CYTK
ESAB
KLIC
MC
WTM
HAIN
CRVL
CVAC
RNW
TROX
AWR
NEOG
OFC
BCC
HPK
CRGY
OMI
STAA
VCSA
BCO
COUR
CCOI
GOLF
PWSC
WING
QTWO
SG
WRBY
MAIN
STNE
FRHC
HI
SBLK
GHC
MAC
CGAU
CNR
HLF
NUVA
LFG
APAM
CRCT
IBTX
REGI
EQC
HRMY
STEP
XRX
BLKB
MTH
JJSF
PTCT
RIG
SKY
CNO
KBH
VIR
ALRM
CWT
DORM
KWR
MGEE
NUTX
PRVA
AXNX
BEAM
LBRDA
MCY
AEIS
AEO
TAC
TELL
ABCB
INSM
SQSP
BLDP
CIXX
FHI
BFH
LTH
OAS
ZG
EVTC
RMBS
ALLG
FL
FORM
HAE
SSTK
AMR
ENS
SAFE
AMRC
COMP
CVLT
FIGS
BOOT
GKOS
MPLN
NVMI
TCBI
CVI
FA
GPI
ITGR
SBRA
WOR
AGTI
ARNC
UNPA
AUB
CIAFF
CBRL
IHRT
AAON
NXE
ATRC
ZIP
BANF
KD
SES
ABR
DY
MSGE
VC
EVGO
MAXR
WEBR
NEX
PBH
PFSI
CALM
EVH
SHAK
FBP
MMYT
SAVE
WSFS
EE
IBOC
PD
RES
VSH
ACA
LCII
MNTV
UNFI
VICR
GOGL
MDC
NVRO
SHO
IPAR
TRN
WFRD
AIN
EMBK
EVCM
IOVA
BRP
GLNG
OTTR
ROIV
TIGO
MDRX
STER
CDEV
EAF
FULT
FTDR
WDFC
ARCH
CMTG
GBDC
DSEY
EQX
TLRY
USM
SANM
UPWK
ETWO
FRME
INST
NAVI
NG
NMRK
BMI
MTOR
WLY
BYND
EPAY
NHI
TEX
VRNOF
CALX
CANO
GOOS
PSMT
SSU
FWRD
MLKN
URBN
WERN
AX
CIM
CNVAF
INMD
NGVT
AVAV
ANGI
CSTM
ULCC
EXPI
IBP
NTCT
ZGN
COLB
RAMP
SWTX
YELP
BDRBF
CPK
EURN
NUS
CORT
CYXT
ROIC
FTAI
HLIO
AIMC
DNUT
FROG
ABCL
ATSG
DAN
KTB
PAGP
PING
TSP
FCPT
GOGO
IOSP
BRC
LXU
AMEH
KMT
OR
PRMW
RLJ
VRRM
PLAY
BDC
THRM
CLBK
NXRT
SMCI
PJT
FRGE
FLMMF
FOLD
GBT
GCP
KAI
PAX
BBUC
KTOS
UE
MANU
SCL
WMK
AMPL
CBZ
HLMN
HTH
NEGG
PGRE
TPH
ZETA
CENX
CORZ
GSAT
GSHD
PIPR
BRDG
CGC
DCT
EQRX
HTGC
SKIN
WRE
XHR
CWH
ITRI
MED
NOG
VERX
CMP
PLXS
AAT
CVCO
CVET
GMS
HUBG
LGIH
ODP
RXT
WIRE
ENR
FBC
PAY
RCUS
VRTV
BDN
EGO
LOB
PSFE
STGW
TDS
TXSP
DRH
TOWN
TWST
MGRC
OPK
PRGS
ACVA
DK
NAPA
SPCE
CINT
FFBC
RUSHA
SBCF
TTGT
VORB
CNNE
FSLY
FVRR
MTX
SATS
WAFD
MARA
NE
OI
WSBC
KAR
MD
SPXC
CSGS
IVT
NPO
OM
BOWL
FSS
MGPI
PDM
SHLS
CRS
NOVA
SDGR
VSTO
EBS
GSBD
IAS
MMI
SWI
UTZ
VCTR
CNK
CSIQ
EPC
HTLF
SAGE
AHCO
AKR
LAUR
FBK
MWA
SASR
VGR
AI
ALHC
CMRE
PRK
TBK
CTOS
GNW
IBRX
BLMN
EVOP
LKFN
BANR
BGS
GPOR
PALAF
AAWW
CAKE
EWCZ
NVEE
ANDE
BUR
CZOO
GGR
VBTX
ARI
HBM
LILAK
IONQ
ISEE
TSE
ASZ
ESTA
HOPE
JELD
ACLS
IRWD
JACK
LPRO
SJW
AMPH
HCC
KIND
KRO
KYMR
TVTX
BCRX
CGMLF
EVBG
LAW
THS
B
IDCC
IMKTA
ANF
NRGV
DAC
ICFI
ONEM
TRMK
WBX
CENTA
DAVE
PIII
WWW
OSCR
RNST
SKT
CRSR
DEA
FOE
FORG
MTTR
MYGN
WGO
KNTNF
VCEL
ARCB
DDD
GTN
KRYS
MIR
SAH
DOOR
EFSC
FLGT
FRO
MTRN
NABL
OLO
PRAA
PRM
STRA
AIR
ARVL
EGBN
EVRI
FCEL
CSWI
IVCGF
SBH
TSLX
MVST
PTVE
RELY
TGH
AVDX
CDNA
EMBC
KN
LPSN
INT
MCRI
NWN
PFS
TWO
VMEO
XENE
CCS
NMIH
NTB
RVMD
LRN
ROCC
FLNC
GCMG
GEF
LGND
UEC
XMTR
XPER
ESE
ESTE
POLY
SGML
SLVM
CELU
DWAC
HMN
MAG
NWBI
RC
WDOFF
MEI
PRCT
RILY
SBGI
SCPL
ZUO
CEIX
CTRE
CVII
DFH
ENVX
KAHC
PTLO
ALEX
BKE
CXW
MNRL
MSEX
PUMP
TGI
ADV
ARCO
EAT
MODV
PRTA
SAND
ALG
AXSM
INFN
TALO
CRDO
RYI
SA
CMPR
CODI
LNN
RIOT
VCYT
AUPH
CRLBF
FRG
MGNI
NBR
SYBT
AMCX
CLDX
GPRE
KALU
MNRO
RLGY
KFRC
OSTK
QRTEA
TPTX
AVID
BALY
DCBO
EVTL
IPI
SNCY
TVTY
WABC
XNCR
BBIO
ECVT
OXM
UCTT
BBAI
GDEN
GNL
IAG
LADR
MNTK
MYRG
SCHN
SOVO
SUPN
AMK
CDLX
CLNE
CSR
CYH
HNI
MCG
NBTB
PACB
PRG
UDMY
VRTS
CTSDF
CUBI
ENTA
EXTR
GSM
PLUS
SKYW
SLCA
SWIM
USNA
AVNS
GDOT
PTRA
SILK
ATGE
BBLN
INTA
SANA
TIXT
UUUU
ESRT
FLNG
HEES
RDFN
SSP
VRE
AROC
CCO
FNA
ME
MFA
PLYA
RCII
DOMO
FWONA
IPOF
OII
PL
PLMR
SEMR
TEN
ECOL
KROS
MEG
TARO
TBBK
ASIX
CCXI
GVA
HSKA
PAYO
UVV
CASH
ERO
LPI
MLNK
SNEX
SVC
ADUS
ASTS
CYRX
ECPG
GBX
HCSG
HLLY
STC
NEO
SFL
TTMI
AGRO
BGCP
CFFN
ENFN
ROAD
SII
SLDP
VZIO
AGIO
ARGO
CLOV
FBNC
FFIE
LTC
OSIS
PARAA
RPAY
TR
CLB
DCOM
LC
MRTN
PATK
RSI
ADPT
CDE
GES
GPRO
HRT
JBI
PCT
PRIM
PX
RDWR
CLS
FCF
GIII
LAND
NXGN
PHR
PRA
CSVI
IRBT
PACK
PMT
TRS
BUSE
LWLG
SSYS
STEM
TNC
USPH
BHLB
CAMT
CNXN
PRO
SPNS
ILPT
LMND
NEXA
OCSL
AFYA
ALX
CHEF
COMM
CTKB
DNN
FFWM
LYEL
TRSSF
BKD
BV
CRGE
ELF
EXFY
GTY
NMFC
SCS
TCBK
APTS
BBBY
MDGL
NVTA
OFG
SAFT
WRLD
BIGC
DCFC
RGNX
ROCK
AMRS
BFS
FDP
SCHL
SILV
ATEC
LEV
MLAB
OFLX
PCVX
STAR
TREE
UMH
COHU
DNOW
PLL
PUBM
SBSI
SPTN
STNG
WKME
AHH
ATRI
CRNC
DIN
ENVA
EPAC
SLGC
SRRA
UIS
DLX
RGR
ARRY
DVAX
INVA
JWSM
MHO
XPEL
GIC
NYMT
PI
PRLB
DM
GDEV
KREF
MORF
NGD
SNDL
VECO
WISH
CNOB
CRNX
FSM
RADI
RVNC
SXI
AAC
AMRX
AOSL
CUTR
DOLE
EB
EGHT
KAMN
NUVB
SLSSF
USER
APOG
CNDT
DRQ
MKTW
NFGC
NGM
SGH
BBDC
BKKT
FREY
NWARF
OPAD
OPI
CRON
HCAT
LZB
NBHC
ORLA
RDNT
RPT
VIVO
